Order ID,Product,Quantity Ordered,Price Each
185830,27in FHD Monitor,1,149.99
185831,Lightning Charging Cable,1,14.95
185832,Lightning Charging Cable,1,14.95
185833,USB-C Charging Cable,2,11.95
185834,Wired Headphones,1,11.99
185835,Macbook Pro Laptop,1,1700.0
185836,Lightning Charging Cable,1,14.95
185837,Macbook Pro Laptop,1,1700.0
185838,USB-C Charging Cable,1,11.95
185839,20in Monitor,1,109.99
185840,34in Ultrawide Monitor,1,379.99
185841,Bose SoundSport Headphones,1,99.99
185842,Wired Headphones,1,11.99
185843,Lightning Charging Cable,1,14.95
185844,Apple Airpods Headphones,1,150.0
185845,USB-C Charging Cable,1,11.95
185846,Bose SoundSport Headphones,1,99.99
185847,USB-C Charging Cable,1,11.95
185848,27in FHD Monitor,1,149.99
185849,USB-C Charging Cable,1,11.95
185850,AAA Batteries (4-pack),1,2.99
185851,USB-C Charging Cable,1,11.95
185852,Wired Headphones,1,11.99
185853,AAA Batteries (4-pack),4,2.99
185854,Wired Headphones,1,11.99
185855,ThinkPad Laptop,1,999.99
185856,ThinkPad Laptop,1,999.99
185857,Apple Airpods Headphones,1,150.0
185858,Wired Headphones,1,11.99
185859,Wired Headphones,1,11.99
185860,Lightning Charging Cable,1,14.95
185861,AA Batteries (4-pack),2,3.84
185862,iPhone,1,700.0
185862,Lightning Charging Cable,1,14.95
185863,34in Ultrawide Monitor,1,379.99
185864,USB-C Charging Cable,1,11.95
185865,AAA Batteries (4-pack),1,2.99
185866,Wired Headphones,1,11.99
185867,AAA Batteries (4-pack),1,2.99
185868,Wired Headphones,1,11.99
185868,AA Batteries (4-pack),1,3.84
185869,27in 4K Gaming Monitor,1,389.99
185870,Vareebadd Phone,1,400.0
185871,AAA Batteries (4-pack),1,2.99
185872,Macbook Pro Laptop,1,1700.0
185873,Apple Airpods Headphones,1,150.0
185873,Wired Headphones,1,11.99
185874,Wired Headphones,1,11.99
185875,20in Monitor,1,109.99
185876,AA Batteries (4-pack),2,3.84
185877,Apple Airpods Headphones,1,150.0
185878,Bose SoundSport Headphones,1,99.99
185879,Wired Headphones,1,11.99
185880,Lightning Charging Cable,1,14.95
185881,Apple Airpods Headphones,1,150.0
185882,AA Batteries (4-pack),2,3.84
185883,Wired Headphones,1,11.99
185884,27in 4K Gaming Monitor,1,389.99
185885,Lightning Charging Cable,1,14.95
185886,USB-C Charging Cable,1,11.95
185887,AA Batteries (4-pack),1,3.84
185888,AAA Batteries (4-pack),1,2.99
185889,AAA Batteries (4-pack),3,2.99
185890,Google Phone,1,600.0
185891,ThinkPad Laptop,1,999.99
185892,27in 4K Gaming Monitor,1,389.99
185893,AA Batteries (4-pack),1,3.84
185894,AA Batteries (4-pack),1,3.84
185895,USB-C Charging Cable,1,11.95
185896,AA Batteries (4-pack),2,3.84
185897,LG Washing Machine,1,600.0
185898,Bose SoundSport Headphones,1,99.99
185899,Wired Headphones,1,11.99
185900,27in 4K Gaming Monitor,1,389.99
185901,Wired Headphones,1,11.99
185902,Wired Headphones,1,11.99
185903,Flatscreen TV,1,300.0
185904,USB-C Charging Cable,1,11.95
185905,USB-C Charging Cable,1,11.95
185906,Lightning Charging Cable,1,14.95
185907,USB-C Charging Cable,1,11.95
185908,Lightning Charging Cable,1,14.95
185909,Lightning Charging Cable,1,14.95
185910,34in Ultrawide Monitor,1,379.99
185911,Flatscreen TV,1,300.0
185912,AAA Batteries (4-pack),1,2.99
185913,AA Batteries (4-pack),2,3.84
185914,Bose SoundSport Headphones,1,99.99
185915,AA Batteries (4-pack),5,3.84
185916,Vareebadd Phone,1,400.0
185917,27in FHD Monitor,1,149.99
185918,AA Batteries (4-pack),1,3.84
185919,AA Batteries (4-pack),1,3.84
185920,27in FHD Monitor,1,149.99
185920,USB-C Charging Cable,3,11.95
185921,AA Batteries (4-pack),1,3.84
185922,Lightning Charging Cable,1,14.95
185923,USB-C Charging Cable,1,11.95
185924,Apple Airpods Headphones,1,150.0
185925,Lightning Charging Cable,1,14.95
185926,Lightning Charging Cable,1,14.95
185927,Lightning Charging Cable,1,14.95
185928,AAA Batteries (4-pack),1,2.99
185929,Google Phone,1,600.0
185929,USB-C Charging Cable,1,11.95
185930,AA Batteries (4-pack),1,3.84
185931,Lightning Charging Cable,1,14.95
185932,AAA Batteries (4-pack),1,2.99
185933,Bose SoundSport Headphones,1,99.99
185934,Google Phone,1,600.0
185935,AA Batteries (4-pack),1,3.84
185936,Bose SoundSport Headphones,1,99.99
185937,Apple Airpods Headphones,1,150.0
185938,Lightning Charging Cable,1,14.95
185939,Wired Headphones,1,11.99
185940,AAA Batteries (4-pack),1,2.99
185941,AA Batteries (4-pack),3,3.84
185942,USB-C Charging Cable,1,11.95
185943,AAA Batteries (4-pack),2,2.99
185944,Lightning Charging Cable,1,14.95
185945,USB-C Charging Cable,1,11.95
185946,Wired Headphones,1,11.99
185947,34in Ultrawide Monitor,1,379.99
185948,Bose SoundSport Headphones,1,99.99
185949,USB-C Charging Cable,1,11.95
185950,USB-C Charging Cable,1,11.95
185951,Lightning Charging Cable,1,14.95
185952,Lightning Charging Cable,1,14.95
185953,AA Batteries (4-pack),1,3.84
185954,Wired Headphones,1,11.99
185955,Apple Airpods Headphones,1,150.0
185956,27in 4K Gaming Monitor,1,389.99
185957,USB-C Charging Cable,1,11.95
185958,USB-C Charging Cable,1,11.95
185959,AA Batteries (4-pack),1,3.84
185960,Apple Airpods Headphones,1,150.0
185961,Bose SoundSport Headphones,1,99.99
185962,AA Batteries (4-pack),1,3.84
185963,Wired Headphones,1,11.99
185964,Bose SoundSport Headphones,1,99.99
185965,Apple Airpods Headphones,1,150.0
185966,Vareebadd Phone,1,400.0
185967,USB-C Charging Cable,1,11.95
185968,Macbook Pro Laptop,1,1700.0
185969,USB-C Charging Cable,1,11.95
185970,Wired Headphones,1,11.99
185971,AA Batteries (4-pack),1,3.84
185972,ThinkPad Laptop,1,999.99
185973,iPhone,1,700.0
185974,AAA Batteries (4-pack),1,2.99
185975,USB-C Charging Cable,1,11.95
185976,27in 4K Gaming Monitor,1,389.99
185977,AAA Batteries (4-pack),1,2.99
185978,Apple Airpods Headphones,1,150.0
185979,AA Batteries (4-pack),1,3.84
185980,Lightning Charging Cable,2,14.95
185981,Flatscreen TV,1,300.0
185982,Flatscreen TV,1,300.0
185983,USB-C Charging Cable,1,11.95
185984,Bose SoundSport Headphones,1,99.99
185985,Lightning Charging Cable,1,14.95
185986,Apple Airpods Headphones,1,150.0
185987,Lightning Charging Cable,2,14.95
185988,Apple Airpods Headphones,1,150.0
185989,Wired Headphones,1,11.99
185990,Wired Headphones,1,11.99
185991,Bose SoundSport Headphones,1,99.99
185992,AAA Batteries (4-pack),4,2.99
185993,Wired Headphones,1,11.99
185993,AA Batteries (4-pack),1,3.84
185994,Lightning Charging Cable,1,14.95
185995,20in Monitor,1,109.99
185996,AAA Batteries (4-pack),1,2.99
185997,ThinkPad Laptop,1,999.99
185998,Wired Headphones,1,11.99
185999,USB-C Charging Cable,2,11.95
186000,AAA Batteries (4-pack),2,2.99
186001,AAA Batteries (4-pack),3,2.99
186002,USB-C Charging Cable,1,11.95
186003,AAA Batteries (4-pack),1,2.99
186004,Lightning Charging Cable,1,14.95
186005,Bose SoundSport Headphones,1,99.99
186006,USB-C Charging Cable,1,11.95
186007,iPhone,1,700.0
186008,Bose SoundSport Headphones,1,99.99
186008,Bose SoundSport Headphones,1,99.99
186009,USB-C Charging Cable,1,11.95
186010,Flatscreen TV,1,300.0
186010,Lightning Charging Cable,1,14.95
186011,Bose SoundSport Headphones,1,99.99
186012,Apple Airpods Headphones,1,150.0
186013,34in Ultrawide Monitor,1,379.99
186014,Wired Headphones,1,11.99
186015,AA Batteries (4-pack),1,3.84
186016,AA Batteries (4-pack),1,3.84
186017,iPhone,1,700.0
186018,27in FHD Monitor,1,149.99
186019,USB-C Charging Cable,1,11.95
186019,Vareebadd Phone,1,400.0
186020,USB-C Charging Cable,1,11.95
186021,34in Ultrawide Monitor,1,379.99
186022,USB-C Charging Cable,1,11.95
186023,AAA Batteries (4-pack),2,2.99
186024,Apple Airpods Headphones,1,150.0
186025,AA Batteries (4-pack),1,3.84
186026,Macbook Pro Laptop,1,1700.0
186027,Apple Airpods Headphones,1,150.0
186028,AAA Batteries (4-pack),5,2.99
186029,ThinkPad Laptop,1,999.99
186030,AAA Batteries (4-pack),1,2.99
186031,27in FHD Monitor,1,149.99
186032,USB-C Charging Cable,1,11.95
186033,27in FHD Monitor,1,149.99
186034,Vareebadd Phone,1,400.0
186035,27in 4K Gaming Monitor,1,389.99
186036,Apple Airpods Headphones,1,150.0
186037,USB-C Charging Cable,1,11.95
186038,Lightning Charging Cable,1,14.95
186039,Wired Headphones,1,11.99
186040,Wired Headphones,1,11.99
186041,AA Batteries (4-pack),2,3.84
186042,Bose SoundSport Headphones,1,99.99
186043,20in Monitor,1,109.99
186044,Vareebadd Phone,1,400.0
186044,Wired Headphones,1,11.99
186045,Flatscreen TV,1,300.0
186046,Apple Airpods Headphones,1,150.0
186047,Wired Headphones,2,11.99
186048,USB-C Charging Cable,1,11.95
186049,Lightning Charging Cable,1,14.95
186050,AA Batteries (4-pack),1,3.84
186051,AA Batteries (4-pack),3,3.84
186052,Bose SoundSport Headphones,1,99.99
186053,27in FHD Monitor,1,149.99
186054,AAA Batteries (4-pack),1,2.99
186055,27in FHD Monitor,1,149.99
186056,AA Batteries (4-pack),1,3.84
186057,iPhone,1,700.0
186058,AA Batteries (4-pack),1,3.84
186059,Lightning Charging Cable,1,14.95
186060,27in FHD Monitor,1,149.99
186061,AA Batteries (4-pack),2,3.84
186062,Wired Headphones,1,11.99
186063,AAA Batteries (4-pack),1,2.99
186064,AA Batteries (4-pack),1,3.84
186065,AAA Batteries (4-pack),2,2.99
186066,Wired Headphones,1,11.99
186067,Wired Headphones,1,11.99
186068,Lightning Charging Cable,2,14.95
186069,USB-C Charging Cable,2,11.95
186070,AAA Batteries (4-pack),2,2.99
186071,Google Phone,1,600.0
186071,Bose SoundSport Headphones,1,99.99
186072,Wired Headphones,1,11.99
186073,Lightning Charging Cable,1,14.95
186074,AAA Batteries (4-pack),1,2.99
186075,ThinkPad Laptop,1,999.99
186076,Lightning Charging Cable,1,14.95
186077,AAA Batteries (4-pack),2,2.99
186078,27in FHD Monitor,1,149.99
186078,USB-C Charging Cable,1,11.95
186079,Lightning Charging Cable,1,14.95
186080,USB-C Charging Cable,1,11.95
186081,AAA Batteries (4-pack),1,2.99
186082,USB-C Charging Cable,1,11.95
186083,Bose SoundSport Headphones,1,99.99
186084,Apple Airpods Headphones,1,150.0
186085,iPhone,1,700.0
186086,Apple Airpods Headphones,1,150.0
186087,Macbook Pro Laptop,1,1700.0
186088,USB-C Charging Cable,1,11.95
186089,Wired Headphones,1,11.99
186090,AAA Batteries (4-pack),1,2.99
186091,34in Ultrawide Monitor,1,379.99
186092,USB-C Charging Cable,1,11.95
186093,Bose SoundSport Headphones,1,99.99
186094,Lightning Charging Cable,1,14.95
186095,USB-C Charging Cable,1,11.95
186096,Google Phone,1,600.0
186096,USB-C Charging Cable,1,11.95
186097,AAA Batteries (4-pack),3,2.99
186098,iPhone,1,700.0
186099,Wired Headphones,1,11.99
186100,Bose SoundSport Headphones,1,99.99
186101,Lightning Charging Cable,1,14.95
186102,Google Phone,1,600.0
186103,Apple Airpods Headphones,1,150.0
186104,Lightning Charging Cable,1,14.95
186105,iPhone,1,700.0
186106,USB-C Charging Cable,1,11.95
186107,Apple Airpods Headphones,1,150.0
186108,USB-C Charging Cable,2,11.95
186109,20in Monitor,1,109.99
186110,Apple Airpods Headphones,1,150.0
186111,AAA Batteries (4-pack),1,2.99
186112,USB-C Charging Cable,1,11.95
186113,AA Batteries (4-pack),1,3.84
186114,USB-C Charging Cable,1,11.95
186115,Bose SoundSport Headphones,1,99.99
186116,Wired Headphones,1,11.99
186117,Google Phone,1,600.0
186117,USB-C Charging Cable,1,11.95
186118,Apple Airpods Headphones,1,150.0
186119,Apple Airpods Headphones,1,150.0
186120,27in 4K Gaming Monitor,1,389.99
186121,USB-C Charging Cable,1,11.95
186122,AAA Batteries (4-pack),2,2.99
186123,Wired Headphones,1,11.99
186124,ThinkPad Laptop,1,999.99
186125,Wired Headphones,1,11.99
186126,27in 4K Gaming Monitor,1,389.99
186127,Lightning Charging Cable,1,14.95
186128,AA Batteries (4-pack),1,3.84
186129,AA Batteries (4-pack),1,3.84
186130,Vareebadd Phone,1,400.0
186131,27in FHD Monitor,1,149.99
186132,Bose SoundSport Headphones,1,99.99
186133,AAA Batteries (4-pack),1,2.99
186134,Bose SoundSport Headphones,1,99.99
186135,AA Batteries (4-pack),2,3.84
186136,USB-C Charging Cable,1,11.95
186137,Google Phone,1,600.0
186138,Lightning Charging Cable,1,14.95
186139,AA Batteries (4-pack),2,3.84
186139,iPhone,1,700.0
186140,Vareebadd Phone,1,400.0
186141,AAA Batteries (4-pack),2,2.99
186142,Lightning Charging Cable,1,14.95
186143,Apple Airpods Headphones,1,150.0
186144,27in 4K Gaming Monitor,1,389.99
186145,Apple Airpods Headphones,1,150.0
186146,Lightning Charging Cable,1,14.95
186147,Wired Headphones,1,11.99
186148,Lightning Charging Cable,1,14.95
186149,Bose SoundSport Headphones,1,99.99
186150,20in Monitor,1,109.99
186151,27in 4K Gaming Monitor,1,389.99
186152,iPhone,1,700.0
186153,AA Batteries (4-pack),1,3.84
186154,34in Ultrawide Monitor,1,379.99
186155,Wired Headphones,2,11.99
186156,Apple Airpods Headphones,1,150.0
186157,AAA Batteries (4-pack),2,2.99
186158,iPhone,1,700.0
186158,Lightning Charging Cable,1,14.95
186159,Apple Airpods Headphones,1,150.0
186160,AA Batteries (4-pack),1,3.84
186161,USB-C Charging Cable,1,11.95
186162,AA Batteries (4-pack),1,3.84
186163,AAA Batteries (4-pack),2,2.99
186164,Vareebadd Phone,1,400.0
186165,AAA Batteries (4-pack),1,2.99
186166,Wired Headphones,1,11.99
186167,Bose SoundSport Headphones,1,99.99
186168,Apple Airpods Headphones,1,150.0
186169,Apple Airpods Headphones,1,150.0
186170,USB-C Charging Cable,1,11.95
186171,Apple Airpods Headphones,1,150.0
186172,USB-C Charging Cable,1,11.95
186173,Lightning Charging Cable,1,14.95
186174,27in 4K Gaming Monitor,1,389.99
186175,27in FHD Monitor,1,149.99
186176,Bose SoundSport Headphones,1,99.99
186177,Google Phone,1,600.0
186178,ThinkPad Laptop,1,999.99
186179,Google Phone,1,600.0
186180,USB-C Charging Cable,1,11.95
186181,Apple Airpods Headphones,1,150.0
186182,Wired Headphones,1,11.99
186183,USB-C Charging Cable,1,11.95
186184,Lightning Charging Cable,1,14.95
186185,Lightning Charging Cable,1,14.95
186186,Wired Headphones,1,11.99
186187,Lightning Charging Cable,1,14.95
186188,USB-C Charging Cable,1,11.95
186189,Flatscreen TV,1,300.0
186190,Wired Headphones,1,11.99
186191,AAA Batteries (4-pack),2,2.99
186192,27in FHD Monitor,1,149.99
186193,AA Batteries (4-pack),1,3.84
186194,Lightning Charging Cable,1,14.95
186195,AAA Batteries (4-pack),1,2.99
186196,Lightning Charging Cable,1,14.95
186197,Lightning Charging Cable,1,14.95
186198,Wired Headphones,1,11.99
186199,AAA Batteries (4-pack),1,2.99
186200,USB-C Charging Cable,1,11.95
186201,Lightning Charging Cable,1,14.95
186202,AAA Batteries (4-pack),1,2.99
186203,Lightning Charging Cable,1,14.95
186204,USB-C Charging Cable,1,11.95
186205,AA Batteries (4-pack),2,3.84
186206,USB-C Charging Cable,1,11.95
186207,Wired Headphones,1,11.99
186208,Lightning Charging Cable,1,14.95
186209,Lightning Charging Cable,1,14.95
186210,AA Batteries (4-pack),1,3.84
186211,Lightning Charging Cable,2,14.95
186212,USB-C Charging Cable,2,11.95
186213,Lightning Charging Cable,1,14.95
186214,Wired Headphones,1,11.99
186215,AAA Batteries (4-pack),1,2.99
186216,27in FHD Monitor,1,149.99
186217,Lightning Charging Cable,1,14.95
186218,Google Phone,1,600.0
186219,Wired Headphones,1,11.99
186220,AAA Batteries (4-pack),1,2.99
186221,USB-C Charging Cable,1,11.95
186222,20in Monitor,1,109.99
186223,Bose SoundSport Headphones,1,99.99
186224,27in 4K Gaming Monitor,1,389.99
186225,Flatscreen TV,1,300.0
186226,Google Phone,1,600.0
186226,USB-C Charging Cable,1,11.95
186227,Apple Airpods Headphones,1,150.0
186228,Lightning Charging Cable,1,14.95
186229,Apple Airpods Headphones,1,150.0
186230,AAA Batteries (4-pack),1,2.99
186231,Wired Headphones,1,11.99
186232,AAA Batteries (4-pack),3,2.99
186233,AAA Batteries (4-pack),1,2.99
186234,AAA Batteries (4-pack),1,2.99
186235,Wired Headphones,1,11.99
186236,27in 4K Gaming Monitor,1,389.99
186237,Lightning Charging Cable,1,14.95
186238,Lightning Charging Cable,2,14.95
186239,Apple Airpods Headphones,1,150.0
186240,AAA Batteries (4-pack),2,2.99
186241,27in 4K Gaming Monitor,1,389.99
186242,AAA Batteries (4-pack),2,2.99
186242,AA Batteries (4-pack),1,3.84
186243,AAA Batteries (4-pack),1,2.99
186244,AA Batteries (4-pack),3,3.84
186245,AAA Batteries (4-pack),1,2.99
186246,Apple Airpods Headphones,1,150.0
186247,Google Phone,1,600.0
186248,34in Ultrawide Monitor,1,379.99
186249,Lightning Charging Cable,1,14.95
186250,LG Washing Machine,1,600.0
186251,Lightning Charging Cable,1,14.95
186252,Macbook Pro Laptop,1,1700.0
186253,USB-C Charging Cable,1,11.95
186254,Lightning Charging Cable,1,14.95
186255,USB-C Charging Cable,1,11.95
186256,AAA Batteries (4-pack),1,2.99
186257,Bose SoundSport Headphones,1,99.99
186258,AA Batteries (4-pack),2,3.84
186259,Wired Headphones,1,11.99
186260,USB-C Charging Cable,1,11.95
186261,Bose SoundSport Headphones,1,99.99
186262,34in Ultrawide Monitor,1,379.99
186263,Vareebadd Phone,1,400.0
186264,AAA Batteries (4-pack),1,2.99
186265,AA Batteries (4-pack),1,3.84
186266,Bose SoundSport Headphones,1,99.99
186267,AA Batteries (4-pack),2,3.84
186268,Lightning Charging Cable,1,14.95
186269,Wired Headphones,2,11.99
186270,Apple Airpods Headphones,1,150.0
186271,Vareebadd Phone,1,400.0
186271,AA Batteries (4-pack),1,3.84
186272,USB-C Charging Cable,1,11.95
186273,ThinkPad Laptop,1,999.99
186274,AAA Batteries (4-pack),2,2.99
186275,USB-C Charging Cable,1,11.95
186276,AAA Batteries (4-pack),3,2.99
186277,AA Batteries (4-pack),1,3.84
186278,Lightning Charging Cable,1,14.95
186279,20in Monitor,1,109.99
186280,Wired Headphones,1,11.99
186281,Wired Headphones,1,11.99
186282,20in Monitor,1,109.99
186283,Bose SoundSport Headphones,1,99.99
186284,iPhone,1,700.0
186284,Lightning Charging Cable,1,14.95
186285,iPhone,1,700.0
186286,Bose SoundSport Headphones,1,99.99
186287,AAA Batteries (4-pack),2,2.99
186288,iPhone,1,700.0
186288,Wired Headphones,1,11.99
186289,Apple Airpods Headphones,1,150.0
186290,USB-C Charging Cable,1,11.95
186291,AA Batteries (4-pack),1,3.84
186292,Wired Headphones,1,11.99
186293,27in 4K Gaming Monitor,1,389.99
186294,27in 4K Gaming Monitor,1,389.99
186295,Apple Airpods Headphones,1,150.0
186296,Macbook Pro Laptop,1,1700.0
186297,Bose SoundSport Headphones,1,99.99
186298,Bose SoundSport Headphones,1,99.99
186299,27in 4K Gaming Monitor,1,389.99
186300,Bose SoundSport Headphones,1,99.99
186301,Lightning Charging Cable,1,14.95
186302,LG Dryer,1,600.0
186303,Lightning Charging Cable,1,14.95
186304,Lightning Charging Cable,1,14.95
186305,Wired Headphones,1,11.99
186306,Macbook Pro Laptop,1,1700.0
186307,Apple Airpods Headphones,1,150.0
186308,AA Batteries (4-pack),1,3.84
186309,AAA Batteries (4-pack),2,2.99
186310,USB-C Charging Cable,1,11.95
186311,Lightning Charging Cable,1,14.95
186312,27in 4K Gaming Monitor,1,389.99
186313,Bose SoundSport Headphones,1,99.99
186314,Apple Airpods Headphones,1,150.0
186315,Apple Airpods Headphones,1,150.0
186316,27in 4K Gaming Monitor,1,389.99
186317,Lightning Charging Cable,1,14.95
186318,AAA Batteries (4-pack),1,2.99
186319,27in 4K Gaming Monitor,1,389.99
186320,Lightning Charging Cable,1,14.95
186321,27in FHD Monitor,1,149.99
186322,AA Batteries (4-pack),1,3.84
186323,Google Phone,1,600.0
186324,Bose SoundSport Headphones,1,99.99
186325,AAA Batteries (4-pack),2,2.99
186326,AAA Batteries (4-pack),1,2.99
186327,27in 4K Gaming Monitor,1,389.99
186328,Wired Headphones,1,11.99
186329,Bose SoundSport Headphones,1,99.99
186330,Wired Headphones,1,11.99
186331,AAA Batteries (4-pack),5,2.99
186331,AAA Batteries (4-pack),1,2.99
186332,Apple Airpods Headphones,1,150.0
186333,Apple Airpods Headphones,1,150.0
186334,Flatscreen TV,1,300.0
186335,Macbook Pro Laptop,1,1700.0
186336,ThinkPad Laptop,1,999.99
186337,27in FHD Monitor,1,149.99
186338,27in FHD Monitor,1,149.99
186339,USB-C Charging Cable,1,11.95
186340,USB-C Charging Cable,1,11.95
186341,AAA Batteries (4-pack),1,2.99
186342,Bose SoundSport Headphones,1,99.99
186343,Apple Airpods Headphones,1,150.0
186344,Google Phone,1,600.0
186345,Apple Airpods Headphones,1,150.0
186346,27in FHD Monitor,1,149.99
186347,AA Batteries (4-pack),1,3.84
186348,Apple Airpods Headphones,1,150.0
186349,34in Ultrawide Monitor,1,379.99
186350,AAA Batteries (4-pack),1,2.99
186351,AAA Batteries (4-pack),1,2.99
186352,Wired Headphones,1,11.99
186353,Bose SoundSport Headphones,1,99.99
186354,27in FHD Monitor,1,149.99
186355,USB-C Charging Cable,1,11.95
186356,Lightning Charging Cable,1,14.95
186357,AAA Batteries (4-pack),1,2.99
186358,Lightning Charging Cable,1,14.95
186359,Lightning Charging Cable,1,14.95
186360,Lightning Charging Cable,1,14.95
186361,AA Batteries (4-pack),1,3.84
186362,Wired Headphones,1,11.99
186362,Lightning Charging Cable,1,14.95
186363,Bose SoundSport Headphones,1,99.99
186364,AAA Batteries (4-pack),3,2.99
186365,AAA Batteries (4-pack),1,2.99
186366,27in 4K Gaming Monitor,1,389.99
186367,Google Phone,1,600.0
186368,20in Monitor,1,109.99
186369,Google Phone,1,600.0
186370,Google Phone,1,600.0
186370,USB-C Charging Cable,2,11.95
186371,27in FHD Monitor,1,149.99
186372,AAA Batteries (4-pack),3,2.99
186373,Wired Headphones,1,11.99
186374,USB-C Charging Cable,1,11.95
186375,AA Batteries (4-pack),3,3.84
186376,Wired Headphones,1,11.99
186377,AA Batteries (4-pack),1,3.84
186378,Lightning Charging Cable,1,14.95
186379,USB-C Charging Cable,1,11.95
186380,AA Batteries (4-pack),1,3.84
186381,Lightning Charging Cable,1,14.95
186382,Google Phone,1,600.0
186383,AA Batteries (4-pack),1,3.84
186384,iPhone,1,700.0
186384,Wired Headphones,1,11.99
186385,20in Monitor,1,109.99
186386,AAA Batteries (4-pack),1,2.99
186387,Macbook Pro Laptop,1,1700.0
186388,Flatscreen TV,1,300.0
186389,27in FHD Monitor,2,149.99
186390,Bose SoundSport Headphones,1,99.99
186391,USB-C Charging Cable,1,11.95
186392,Apple Airpods Headphones,1,150.0
186393,AAA Batteries (4-pack),1,2.99
186394,Lightning Charging Cable,1,14.95
186395,AA Batteries (4-pack),1,3.84
186396,Lightning Charging Cable,1,14.95
186397,27in FHD Monitor,1,149.99
186398,iPhone,1,700.0
186399,Lightning Charging Cable,1,14.95
186400,Apple Airpods Headphones,1,150.0
186401,AA Batteries (4-pack),1,3.84
186402,Apple Airpods Headphones,1,150.0
186403,LG Dryer,1,600.0
186404,USB-C Charging Cable,1,11.95
186405,Lightning Charging Cable,1,14.95
186405,AAA Batteries (4-pack),1,2.99
186406,Flatscreen TV,1,300.0
186407,Wired Headphones,1,11.99
186408,AA Batteries (4-pack),1,3.84
186409,Apple Airpods Headphones,1,150.0
186410,AAA Batteries (4-pack),1,2.99
186411,Wired Headphones,2,11.99
186412,Wired Headphones,1,11.99
186413,AAA Batteries (4-pack),1,2.99
186414,AA Batteries (4-pack),1,3.84
186415,USB-C Charging Cable,1,11.95
186416,Google Phone,1,600.0
186417,Wired Headphones,1,11.99
186418,AAA Batteries (4-pack),4,2.99
186419,iPhone,1,700.0
186419,Lightning Charging Cable,1,14.95
186420,USB-C Charging Cable,1,11.95
186421,Lightning Charging Cable,1,14.95
186422,20in Monitor,2,109.99
186423,USB-C Charging Cable,1,11.95
186424,USB-C Charging Cable,1,11.95
186425,Bose SoundSport Headphones,1,99.99
186426,AAA Batteries (4-pack),1,2.99
186427,Lightning Charging Cable,1,14.95
186428,Apple Airpods Headphones,1,150.0
186429,27in FHD Monitor,1,149.99
186430,Wired Headphones,1,11.99
186431,Wired Headphones,1,11.99
186432,AAA Batteries (4-pack),1,2.99
186433,Bose SoundSport Headphones,1,99.99
186434,34in Ultrawide Monitor,1,379.99
186435,iPhone,1,700.0
186436,Google Phone,1,600.0
186436,Wired Headphones,2,11.99
186437,AAA Batteries (4-pack),2,2.99
186438,34in Ultrawide Monitor,1,379.99
186439,Apple Airpods Headphones,1,150.0
186440,USB-C Charging Cable,1,11.95
186441,Flatscreen TV,1,300.0
186442,Wired Headphones,1,11.99
186443,27in FHD Monitor,1,149.99
186444,iPhone,1,700.0
186445,Lightning Charging Cable,1,14.95
186446,Lightning Charging Cable,1,14.95
186447,Wired Headphones,1,11.99
186448,AA Batteries (4-pack),1,3.84
186449,27in 4K Gaming Monitor,1,389.99
186450,Apple Airpods Headphones,1,150.0
186451,Wired Headphones,1,11.99
186452,Lightning Charging Cable,1,14.95
186453,USB-C Charging Cable,1,11.95
186454,27in FHD Monitor,1,149.99
186455,iPhone,1,700.0
186456,Lightning Charging Cable,1,14.95
186457,Lightning Charging Cable,1,14.95
186458,Lightning Charging Cable,1,14.95
186459,Lightning Charging Cable,1,14.95
186460,iPhone,1,700.0
186461,Flatscreen TV,1,300.0
186462,AAA Batteries (4-pack),1,2.99
186463,Wired Headphones,1,11.99
186464,AAA Batteries (4-pack),1,2.99
186465,AA Batteries (4-pack),1,3.84
186466,USB-C Charging Cable,1,11.95
186467,Flatscreen TV,1,300.0
186468,iPhone,1,700.0
186469,Bose SoundSport Headphones,1,99.99
186470,Wired Headphones,2,11.99
186471,Lightning Charging Cable,2,14.95
186472,USB-C Charging Cable,1,11.95
186473,Apple Airpods Headphones,1,150.0
186474,Wired Headphones,1,11.99
186475,AA Batteries (4-pack),2,3.84
186476,Wired Headphones,2,11.99
186477,Google Phone,1,600.0
186478,AAA Batteries (4-pack),2,2.99
186479,AAA Batteries (4-pack),3,2.99
186480,Wired Headphones,1,11.99
186481,Lightning Charging Cable,1,14.95
186482,Lightning Charging Cable,1,14.95
186483,USB-C Charging Cable,1,11.95
186484,Macbook Pro Laptop,1,1700.0
186485,USB-C Charging Cable,1,11.95
186486,Wired Headphones,1,11.99
186487,AA Batteries (4-pack),1,3.84
186487,34in Ultrawide Monitor,1,379.99
186488,Bose SoundSport Headphones,1,99.99
186489,iPhone,1,700.0
186490,AAA Batteries (4-pack),1,2.99
186491,AA Batteries (4-pack),1,3.84
186492,Macbook Pro Laptop,1,1700.0
186493,Bose SoundSport Headphones,1,99.99
186494,AA Batteries (4-pack),1,3.84
186495,AAA Batteries (4-pack),3,2.99
186496,Lightning Charging Cable,1,14.95
186497,Lightning Charging Cable,1,14.95
186498,AA Batteries (4-pack),2,3.84
186499,AAA Batteries (4-pack),1,2.99
186500,Lightning Charging Cable,1,14.95
186501,Macbook Pro Laptop,1,1700.0
186502,Lightning Charging Cable,1,14.95
186503,20in Monitor,1,109.99
